,year,month,day,hour,minute,SP,spot_price
12290,2019,9,15,1,0,5.0,6.69
12291,2019,9,15,1,30,6.0,3.64
12292,2019,9,15,2,0,7.0,37.3
12293,2019,9,15,2,30,8.0,30.27
12294,2019,9,15,3,0,9.0,12.32
12295,2019,9,15,3,30,10.0,15.02
12296,2019,9,15,4,0,11.0,3.02
12297,2019,9,15,4,30,12.0,8.16
12298,2019,9,15,5,0,13.0,8.95
12299,2019,9,15,5,30,14.0,9.87
12300,2019,9,15,6,0,15.0,26.93
12301,2019,9,15,6,30,16.0,29.0
12302,2019,9,15,7,0,17.0,11.69
12303,2019,9,15,7,30,18.0,15.23
12304,2019,9,15,8,0,19.0,19.1
12305,2019,9,15,8,30,20.0,21.17
12306,2019,9,15,9,0,21.0,21.55
12307,2019,9,15,9,30,22.0,30.23
12308,2019,9,15,10,0,23.0,23.43
12309,2019,9,15,10,30,24.0,13.46
12310,2019,9,15,11,0,25.0,14.37
12311,2019,9,15,11,30,26.0,16.61
12312,2019,9,15,12,0,27.0,21.51
12313,2019,9,15,12,30,28.0,29.9
12314,2019,9,15,13,0,29.0,35.89
12315,2019,9,15,13,30,30.0,34.75
12316,2019,9,15,14,0,31.0,31.69
12317,2019,9,15,14,30,32.0,31.22
12318,2019,9,15,15,0,33.0,44.0
12319,2019,9,15,15,30,34.0,48.27
12320,2019,9,15,16,0,35.0,45.13
12321,2019,9,15,16,30,36.0,49.65
12322,2019,9,15,17,0,37.0,54.35
12323,2019,9,15,17,30,38.0,57.84
12324,2019,9,15,18,0,39.0,62.12
12325,2019,9,15,18,30,40.0,67.62
12326,2019,9,15,19,0,41.0,65.54
12327,2019,9,15,19,30,42.0,57.17
12328,2019,9,15,20,0,43.0,42.32
12329,2019,9,15,20,30,44.0,39.34
12330,2019,9,15,21,0,45.0,41.41
12331,2019,9,15,21,30,46.0,37.98
12332,2019,9,15,22,0,47.0,32.42
12333,2019,9,15,22,30,48.0,22.87
12334,2019,9,15,23,0,1.0,37.21
12335,2019,9,15,23,30,2.0,33.57
12336,2019,9,16,0,0,3.0,34.64
12337,2019,9,16,0,30,4.0,28.79
12338,2019,9,16,1,0,5.0,30.95
12339,2019,9,16,1,30,6.0,29.88
12340,2019,9,16,2,0,7.0,30.29
12341,2019,9,16,2,30,8.0,25.61
12342,2019,9,16,3,0,9.0,27.85
12343,2019,9,16,3,30,10.0,26.57
12344,2019,9,16,4,0,11.0,38.3
12345,2019,9,16,4,30,12.0,40.45
12346,2019,9,16,5,0,13.0,47.49
12347,2019,9,16,5,30,14.0,47.39
12348,2019,9,16,6,0,15.0,43.89
12349,2019,9,16,6,30,16.0,67.03
12350,2019,9,16,7,0,17.0,50.29
12351,2019,9,16,7,30,18.0,49.17
12352,2019,9,16,8,0,19.0,55.76
12353,2019,9,16,8,30,20.0,55.78
12354,2019,9,16,9,0,21.0,58.11
12355,2019,9,16,9,30,22.0,48.99
12356,2019,9,16,10,0,23.0,42.59
12357,2019,9,16,10,30,24.0,33.61
12358,2019,9,16,11,0,25.0,36.74
12359,2019,9,16,11,30,26.0,30.12
12360,2019,9,16,12,0,27.0,39.61
12361,2019,9,16,12,30,28.0,39.57
12362,2019,9,16,13,0,29.0,44.4
12363,2019,9,16,13,30,30.0,38.07
12364,2019,9,16,14,0,31.0,35.72
12365,2019,9,16,14,30,32.0,40.4
12366,2019,9,16,15,0,33.0,38.1
12367,2019,9,16,15,30,34.0,50.74
12368,2019,9,16,16,0,35.0,62.24
12369,2019,9,16,16,30,36.0,63.17
12370,2019,9,16,17,0,37.0,59.93
12371,2019,9,16,17,30,38.0,57.76
12372,2019,9,16,18,0,39.0,44.68
12373,2019,9,16,18,30,40.0,57.39
12374,2019,9,16,19,0,41.0,51.87
12375,2019,9,16,19,30,42.0,35.71
12376,2019,9,16,20,0,43.0,28.46
12377,2019,9,16,20,30,44.0,30.81
12378,2019,9,16,21,0,45.0,37.0
12379,2019,9,16,21,30,46.0,39.31
12380,2019,9,16,22,0,47.0,46.17
12381,2019,9,16,22,30,48.0,37.04
12382,2019,9,16,23,0,1.0,39.31
12383,2019,9,16,23,30,2.0,29.18
12384,2019,9,17,0,0,3.0,29.18
12385,2019,9,17,0,30,4.0,24.78
12386,2019,9,17,1,0,5.0,29.16
12387,2019,9,17,1,30,6.0,22.82
12388,2019,9,17,2,0,7.0,19.74
12389,2019,9,17,2,30,8.0,17.56
12390,2019,9,17,3,0,9.0,16.56
12391,2019,9,17,3,30,10.0,14.96
12392,2019,9,17,4,0,11.0,40.38
12393,2019,9,17,4,30,12.0,42.57
12394,2019,9,17,5,0,13.0,39.15
12395,2019,9,17,5,30,14.0,43.0
12396,2019,9,17,6,0,15.0,30.04
12397,2019,9,17,6,30,16.0,46.41
12398,2019,9,17,7,0,17.0,37.34
12399,2019,9,17,7,30,18.0,29.42
12400,2019,9,17,8,0,19.0,41.23
12401,2019,9,17,8,30,20.0,25.95
12402,2019,9,17,9,0,21.0,30.6
12403,2019,9,17,9,30,22.0,29.1
12404,2019,9,17,10,0,23.0,29.07
12405,2019,9,17,10,30,24.0,26.99
12406,2019,9,17,11,0,25.0,28.49
12407,2019,9,17,11,30,26.0,24.92
12408,2019,9,17,12,0,27.0,28.53
12409,2019,9,17,12,30,28.0,28.12
12410,2019,9,17,13,0,29.0,35.96
12411,2019,9,17,13,30,30.0,31.75
12412,2019,9,17,14,0,31.0,29.76
12413,2019,9,17,14,30,32.0,32.36
12414,2019,9,17,15,0,33.0,27.67
12415,2019,9,17,15,30,34.0,31.92
12416,2019,9,17,16,0,35.0,34.62
12417,2019,9,17,16,30,36.0,43.4
12418,2019,9,17,17,0,37.0,45.19
12419,2019,9,17,17,30,38.0,51.27
12420,2019,9,17,18,0,39.0,53.07
12421,2019,9,17,18,30,40.0,66.6
12422,2019,9,17,19,0,41.0,63.19
12423,2019,9,17,19,30,42.0,50.65
12424,2019,9,17,20,0,43.0,46.58
12425,2019,9,17,20,30,44.0,32.56
12426,2019,9,17,21,0,45.0,42.28
12427,2019,9,17,21,30,46.0,38.71
12428,2019,9,17,22,0,47.0,41.73
12429,2019,9,17,22,30,48.0,39.51
12430,2019,9,17,23,0,1.0,40.29
12431,2019,9,17,23,30,2.0,34.0
12432,2019,9,18,0,0,3.0,47.3
12433,2019,9,18,0,30,4.0,41.06
12434,2019,9,18,1,0,5.0,43.47
12435,2019,9,18,1,30,6.0,37.72
12436,2019,9,18,2,0,7.0,36.01
12437,2019,9,18,2,30,8.0,33.76
12438,2019,9,18,3,0,9.0,31.72
12439,2019,9,18,3,30,10.0,33.31
12440,2019,9,18,4,0,11.0,46.93
12441,2019,9,18,4,30,12.0,47.0
12442,2019,9,18,5,0,13.0,52.1
12443,2019,9,18,5,30,14.0,56.14
12444,2019,9,18,6,0,15.0,55.19
12445,2019,9,18,6,30,16.0,68.88
12446,2019,9,18,7,0,17.0,71.6
12447,2019,9,18,7,30,18.0,64.12
12448,2019,9,18,8,0,19.0,56.62
12449,2019,9,18,8,30,20.0,39.57
12450,2019,9,18,9,0,21.0,38.14
12451,2019,9,18,9,30,22.0,32.26
12452,2019,9,18,10,0,23.0,42.12
12453,2019,9,18,10,30,24.0,34.07
12454,2019,9,18,11,0,25.0,31.82
12455,2019,9,18,11,30,26.0,29.39
12456,2019,9,18,12,0,27.0,28.09
12457,2019,9,18,12,30,28.0,24.31
12458,2019,9,18,13,0,29.0,26.07
12459,2019,9,18,13,30,30.0,25.23
12460,2019,9,18,14,0,31.0,23.93
12461,2019,9,18,14,30,32.0,26.17
12462,2019,9,18,15,0,33.0,27.58
12463,2019,9,18,15,30,34.0,37.01
12464,2019,9,18,16,0,35.0,37.68
12465,2019,9,18,16,30,36.0,69.96
12466,2019,9,18,17,0,37.0,53.26
12467,2019,9,18,17,30,38.0,56.32
12468,2019,9,18,18,0,39.0,58.45
12469,2019,9,18,18,30,40.0,66.02
12470,2019,9,18,19,0,41.0,58.62
12471,2019,9,18,19,30,42.0,42.37
12472,2019,9,18,20,0,43.0,44.76
12473,2019,9,18,20,30,44.0,42.25
12474,2019,9,18,21,0,45.0,40.88
12475,2019,9,18,21,30,46.0,36.87
12476,2019,9,18,22,0,47.0,51.86
12477,2019,9,18,22,30,48.0,44.68
12478,2019,9,18,23,0,1.0,39.19
12479,2019,9,18,23,30,2.0,36.51
12480,2019,9,19,0,0,3.0,43.82
12481,2019,9,19,0,30,4.0,40.08
12482,2019,9,19,1,0,5.0,37.83
12483,2019,9,19,1,30,6.0,29.79
12484,2019,9,19,2,0,7.0,28.64
12485,2019,9,19,2,30,8.0,30.52
12486,2019,9,19,3,0,9.0,36.7
12487,2019,9,19,3,30,10.0,37.4
12488,2019,9,19,4,0,11.0,47.48
12489,2019,9,19,4,30,12.0,39.62
12490,2019,9,19,5,0,13.0,52.52
12491,2019,9,19,5,30,14.0,56.8
12492,2019,9,19,6,0,15.0,49.99
12493,2019,9,19,6,30,16.0,63.43
12494,2019,9,19,7,0,17.0,53.43
12495,2019,9,19,7,30,18.0,43.94
12496,2019,9,19,8,0,19.0,38.95
12497,2019,9,19,8,30,20.0,26.95
12498,2019,9,19,9,0,21.0,36.83
12499,2019,9,19,9,30,22.0,33.85
12500,2019,9,19,10,0,23.0,58.39
12501,2019,9,19,10,30,24.0,51.8
12502,2019,9,19,11,0,25.0,53.01
12503,2019,9,19,11,30,26.0,51.15
12504,2019,9,19,12,0,27.0,44.39
12505,2019,9,19,12,30,28.0,38.49
12506,2019,9,19,13,0,29.0,36.23
12507,2019,9,19,13,30,30.0,42.12
12508,2019,9,19,14,0,31.0,37.3
12509,2019,9,19,14,30,32.0,52.76
12510,2019,9,19,15,0,33.0,33.46
12511,2019,9,19,15,30,34.0,47.47
12512,2019,9,19,16,0,35.0,36.32
12513,2019,9,19,16,30,36.0,45.27
12514,2019,9,19,17,0,37.0,45.35
12515,2019,9,19,17,30,38.0,47.05
12516,2019,9,19,18,0,39.0,39.43
12517,2019,9,19,18,30,40.0,50.96
12518,2019,9,19,19,0,41.0,43.65
12519,2019,9,19,19,30,42.0,31.37
12520,2019,9,19,20,0,43.0,41.37
12521,2019,9,19,20,30,44.0,28.94
12522,2019,9,19,21,0,45.0,27.64
12523,2019,9,19,21,30,46.0,30.92
12524,2019,9,19,22,0,47.0,25.4
12525,2019,9,19,22,30,48.0,29.17
12526,2019,9,19,23,0,1.0,25.75
12527,2019,9,19,23,30,2.0,25.95
12528,2019,9,20,0,0,3.0,28.95
12529,2019,9,20,0,30,4.0,29.68
12530,2019,9,20,1,0,5.0,33.75
12531,2019,9,20,1,30,6.0,30.44
12532,2019,9,20,2,0,7.0,31.82
12533,2019,9,20,2,30,8.0,22.3
12534,2019,9,20,3,0,9.0,25.0
12535,2019,9,20,3,30,10.0,19.88
12536,2019,9,20,4,0,11.0,33.79
12537,2019,9,20,4,30,12.0,28.52
12538,2019,9,20,5,0,13.0,29.68
12539,2019,9,20,5,30,14.0,43.09
12540,2019,9,20,6,0,15.0,32.47
12541,2019,9,20,6,30,16.0,48.37
12542,2019,9,20,7,0,17.0,33.81
12543,2019,9,20,7,30,18.0,26.22
12544,2019,9,20,8,0,19.0,38.3
12545,2019,9,20,8,30,20.0,35.49
12546,2019,9,20,9,0,21.0,41.86
12547,2019,9,20,9,30,22.0,35.55
12548,2019,9,20,10,0,23.0,29.27
12549,2019,9,20,10,30,24.0,27.37
12550,2019,9,20,11,0,25.0,31.74
12551,2019,9,20,11,30,26.0,30.93
12552,2019,9,20,12,0,27.0,29.36
12553,2019,9,20,12,30,28.0,24.49
12554,2019,9,20,13,0,29.0,20.65
12555,2019,9,20,13,30,30.0,20.55
12556,2019,9,20,14,0,31.0,20.97
12557,2019,9,20,14,30,32.0,22.6
12558,2019,9,20,15,0,33.0,33.08
12559,2019,9,20,15,30,34.0,41.61
12560,2019,9,20,16,0,35.0,40.52
12561,2019,9,20,16,30,36.0,44.01
12562,2019,9,20,17,0,37.0,29.11
12563,2019,9,20,17,30,38.0,26.63
12564,2019,9,20,18,0,39.0,25.79
12565,2019,9,20,18,30,40.0,26.71
12566,2019,9,20,19,0,41.0,25.76
12567,2019,9,20,19,30,42.0,30.66
12568,2019,9,20,20,0,43.0,39.24
12569,2019,9,20,20,30,44.0,34.93
12570,2019,9,20,21,0,45.0,31.04
12571,2019,9,20,21,30,46.0,29.4
12572,2019,9,20,22,0,47.0,23.18
12573,2019,9,20,22,30,48.0,25.35
12574,2019,9,20,23,0,1.0,15.45
12575,2019,9,20,23,30,2.0,-1.49
12576,2019,9,21,0,0,3.0,3.18
12577,2019,9,21,0,30,4.0,1.72
12578,2019,9,21,1,0,5.0,2.75
12579,2019,9,21,1,30,6.0,2.25
12580,2019,9,21,2,0,7.0,15.89
12581,2019,9,21,2,30,8.0,12.52
12582,2019,9,21,3,0,9.0,10.85
12583,2019,9,21,3,30,10.0,12.36
12584,2019,9,21,4,0,11.0,10.66
12585,2019,9,21,4,30,12.0,12.21
12586,2019,9,21,5,0,13.0,-0.34
12587,2019,9,21,5,30,14.0,19.06
12588,2019,9,21,6,0,15.0,7.49
12589,2019,9,21,6,30,16.0,33.97
12590,2019,9,21,7,0,17.0,25.74
12591,2019,9,21,7,30,18.0,34.74
12592,2019,9,21,8,0,19.0,40.87
12593,2019,9,21,8,30,20.0,33.64
12594,2019,9,21,9,0,21.0,27.02
12595,2019,9,21,9,30,22.0,20.31
12596,2019,9,21,10,0,23.0,28.45
12597,2019,9,21,10,30,24.0,18.49
12598,2019,9,21,11,0,25.0,26.17
12599,2019,9,21,11,30,26.0,18.62
12600,2019,9,21,12,0,27.0,27.7
12601,2019,9,21,12,30,28.0,26.59
12602,2019,9,21,13,0,29.0,15.53
12603,2019,9,21,13,30,30.0,14.01
12604,2019,9,21,14,0,31.0,19.48
12605,2019,9,21,14,30,32.0,30.32
12606,2019,9,21,15,0,33.0,30.06
12607,2019,9,21,15,30,34.0,39.84
12608,2019,9,21,16,0,35.0,44.2
12609,2019,9,21,16,30,36.0,52.55
12610,2019,9,21,17,0,37.0,52.88
12611,2019,9,21,17,30,38.0,53.57
12612,2019,9,21,18,0,39.0,56.85
12613,2019,9,21,18,30,40.0,57.41
12614,2019,9,21,19,0,41.0,54.85
12615,2019,9,21,19,30,42.0,52.01
12616,2019,9,21,20,0,43.0,44.31
12617,2019,9,21,20,30,44.0,40.16
12618,2019,9,21,21,0,45.0,35.57
12619,2019,9,21,21,30,46.0,29.33
12620,2019,9,21,22,0,47.0,20.33
12621,2019,9,21,22,30,48.0,14.47
12622,2019,9,21,23,0,1.0,35.55
12623,2019,9,21,23,30,2.0,25.56
12624,2019,9,22,0,0,3.0,18.93
12625,2019,9,22,0,30,4.0,10.85
12626,2019,9,22,1,0,5.0,14.6
12627,2019,9,22,1,30,6.0,18.6
12628,2019,9,22,2,0,7.0,49.68
12629,2019,9,22,2,30,8.0,48.72
12630,2019,9,22,3,0,9.0,49.03
12631,2019,9,22,3,30,10.0,42.81
12632,2019,9,22,4,0,11.0,45.32
12633,2019,9,22,4,30,12.0,47.86
12634,2019,9,22,5,0,13.0,39.67
12635,2019,9,22,5,30,14.0,38.32
12636,2019,9,22,6,0,15.0,26.16
12637,2019,9,22,6,30,16.0,31.97
12638,2019,9,22,7,0,17.0,27.3
12639,2019,9,22,7,30,18.0,36.29
12640,2019,9,22,8,0,19.0,47.45
12641,2019,9,22,8,30,20.0,39.95
12642,2019,9,22,9,0,21.0,36.62
12643,2019,9,22,9,30,22.0,37.36
12644,2019,9,22,10,0,23.0,48.0
12645,2019,9,22,10,30,24.0,47.22
12646,2019,9,22,11,0,25.0,54.52
12647,2019,9,22,11,30,26.0,52.62
12648,2019,9,22,12,0,27.0,53.91
12649,2019,9,22,12,30,28.0,50.77
12650,2019,9,22,13,0,29.0,47.89
12651,2019,9,22,13,30,30.0,43.77
12652,2019,9,22,14,0,31.0,42.67
12653,2019,9,22,14,30,32.0,42.94
12654,2019,9,22,15,0,33.0,45.94
12655,2019,9,22,15,30,34.0,47.27
12656,2019,9,22,16,0,35.0,46.3
12657,2019,9,22,16,30,36.0,50.03
12658,2019,9,22,17,0,37.0,55.06
12659,2019,9,22,17,30,38.0,50.4
12660,2019,9,22,18,0,39.0,57.93
12661,2019,9,22,18,30,40.0,54.89
12662,2019,9,22,19,0,41.0,50.61
12663,2019,9,22,19,30,42.0,43.73
12664,2019,9,22,20,0,43.0,44.82
12665,2019,9,22,20,30,44.0,43.35
12666,2019,9,22,21,0,45.0,38.13
12667,2019,9,22,21,30,46.0,30.64
12668,2019,9,22,22,0,47.0,38.33
12669,2019,9,22,22,30,48.0,28.67
12670,2019,9,22,23,0,1.0,43.35
12671,2019,9,22,23,30,2.0,38.91
12672,2019,9,23,0,0,3.0,41.82
12673,2019,9,23,0,30,4.0,31.88
12674,2019,9,23,1,0,5.0,29.59
12675,2019,9,23,1,30,6.0,17.91
12676,2019,9,23,2,0,7.0,16.73
12677,2019,9,23,2,30,8.0,17.82
12678,2019,9,23,3,0,9.0,25.51
12679,2019,9,23,3,30,10.0,16.13
12680,2019,9,23,4,0,11.0,29.03
12681,2019,9,23,4,30,12.0,13.7
12682,2019,9,23,5,0,13.0,35.03
12683,2019,9,23,5,30,14.0,39.35
12684,2019,9,23,6,0,15.0,25.97
12685,2019,9,23,6,30,16.0,44.78
12686,2019,9,23,7,0,17.0,45.05
12687,2019,9,23,7,30,18.0,38.67
12688,2019,9,23,8,0,19.0,45.28
12689,2019,9,23,8,30,20.0,45.59
12690,2019,9,23,9,0,21.0,48.03
12691,2019,9,23,9,30,22.0,43.71
12692,2019,9,23,10,0,23.0,31.93
12693,2019,9,23,10,30,24.0,32.6
12694,2019,9,23,11,0,25.0,34.18
12695,2019,9,23,11,30,26.0,39.14
12696,2019,9,23,12,0,27.0,43.41
12697,2019,9,23,12,30,28.0,37.15
12698,2019,9,23,13,0,29.0,36.06
12699,2019,9,23,13,30,30.0,36.88
12700,2019,9,23,14,0,31.0,33.81
12701,2019,9,23,14,30,32.0,38.44
12702,2019,9,23,15,0,33.0,38.97
12703,2019,9,23,15,30,34.0,46.15
12704,2019,9,23,16,0,35.0,51.99
12705,2019,9,23,16,30,36.0,51.12
12706,2019,9,23,17,0,37.0,44.97
12707,2019,9,23,17,30,38.0,43.25
12708,2019,9,23,18,0,39.0,53.68
12709,2019,9,23,18,30,40.0,52.66
12710,2019,9,23,19,0,41.0,51.14
12711,2019,9,23,19,30,42.0,38.0
12712,2019,9,23,20,0,43.0,32.89
12713,2019,9,23,20,30,44.0,36.51
12714,2019,9,23,21,0,45.0,33.25
12715,2019,9,23,21,30,46.0,30.18
12716,2019,9,23,22,0,47.0,44.53
12717,2019,9,23,22,30,48.0,46.87
12718,2019,9,23,23,0,1.0,24.65
12719,2019,9,23,23,30,2.0,23.28
12720,2019,9,24,0,0,3.0,31.77
12721,2019,9,24,0,30,4.0,35.91
12722,2019,9,24,1,0,5.0,28.51
12723,2019,9,24,1,30,6.0,25.42
12724,2019,9,24,2,0,7.0,22.85
12725,2019,9,24,2,30,8.0,27.0
12726,2019,9,24,3,0,9.0,37.4
12727,2019,9,24,3,30,10.0,42.91
12728,2019,9,24,4,0,11.0,39.4
12729,2019,9,24,4,30,12.0,34.58
12730,2019,9,24,5,0,13.0,49.1
12731,2019,9,24,5,30,14.0,41.76
12732,2019,9,24,6,0,15.0,49.13
12733,2019,9,24,6,30,16.0,59.68
12734,2019,9,24,7,0,17.0,59.26
12735,2019,9,24,7,30,18.0,59.1
12736,2019,9,24,8,0,19.0,51.22
12737,2019,9,24,8,30,20.0,47.31
12738,2019,9,24,9,0,21.0,48.16
12739,2019,9,24,9,30,22.0,42.66
12740,2019,9,24,10,0,23.0,43.84
12741,2019,9,24,10,30,24.0,36.15
12742,2019,9,24,11,0,25.0,35.01
12743,2019,9,24,11,30,26.0,29.4
12744,2019,9,24,12,0,27.0,33.41
12745,2019,9,24,12,30,28.0,29.53
12746,2019,9,24,13,0,29.0,28.08
12747,2019,9,24,13,30,30.0,31.06
12748,2019,9,24,14,0,31.0,36.08
12749,2019,9,24,14,30,32.0,40.94
12750,2019,9,24,15,0,33.0,35.15
12751,2019,9,24,15,30,34.0,46.05
12752,2019,9,24,16,0,35.0,50.83
12753,2019,9,24,16,30,36.0,57.73
12754,2019,9,24,17,0,37.0,58.92
12755,2019,9,24,17,30,38.0,59.0
12756,2019,9,24,18,0,39.0,57.14
12757,2019,9,24,18,30,40.0,58.14
12758,2019,9,24,19,0,41.0,60.04
12759,2019,9,24,19,30,42.0,41.54
12760,2019,9,24,20,0,43.0,48.05
12761,2019,9,24,20,30,44.0,37.43
12762,2019,9,24,21,0,45.0,39.88
12763,2019,9,24,21,30,46.0,40.37
12764,2019,9,24,22,0,47.0,21.43
12765,2019,9,24,22,30,48.0,21.27
12766,2019,9,24,23,0,1.0,35.1
12767,2019,9,24,23,30,2.0,35.01
12768,2019,9,25,0,0,3.0,27.01
12769,2019,9,25,0,30,4.0,28.8
12770,2019,9,25,1,0,5.0,27.62
12771,2019,9,25,1,30,6.0,30.58
12772,2019,9,25,2,0,7.0,29.26
12773,2019,9,25,2,30,8.0,35.33
12774,2019,9,25,3,0,9.0,38.59
12775,2019,9,25,3,30,10.0,39.23
12776,2019,9,25,4,0,11.0,42.04
12777,2019,9,25,4,30,12.0,35.12
12778,2019,9,25,5,0,13.0,49.17
12779,2019,9,25,5,30,14.0,36.66
12780,2019,9,25,6,0,15.0,24.21
12781,2019,9,25,6,30,16.0,44.71
12782,2019,9,25,7,0,17.0,42.57
12783,2019,9,25,7,30,18.0,39.8
12784,2019,9,25,8,0,19.0,32.96
12785,2019,9,25,8,30,20.0,31.91
12786,2019,9,25,9,0,21.0,37.29
12787,2019,9,25,9,30,22.0,34.62
12788,2019,9,25,10,0,23.0,32.6
12789,2019,9,25,10,30,24.0,35.48
12790,2019,9,25,11,0,25.0,38.61
12791,2019,9,25,11,30,26.0,32.78
12792,2019,9,25,12,0,27.0,41.03
12793,2019,9,25,12,30,28.0,42.97
12794,2019,9,25,13,0,29.0,42.53
12795,2019,9,25,13,30,30.0,40.07
12796,2019,9,25,14,0,31.0,26.94
12797,2019,9,25,14,30,32.0,31.0
12798,2019,9,25,15,0,33.0,40.53
12799,2019,9,25,15,30,34.0,47.48
12800,2019,9,25,16,0,35.0,42.98
12801,2019,9,25,16,30,36.0,49.77
12802,2019,9,25,17,0,37.0,48.2
12803,2019,9,25,17,30,38.0,51.93
12804,2019,9,25,18,0,39.0,54.82
12805,2019,9,25,18,30,40.0,54.99
12806,2019,9,25,19,0,41.0,41.13
12807,2019,9,25,19,30,42.0,30.76
12808,2019,9,25,20,0,43.0,36.43
12809,2019,9,25,20,30,44.0,31.18
12810,2019,9,25,21,0,45.0,35.48
12811,2019,9,25,21,30,46.0,36.9
12812,2019,9,25,22,0,47.0,36.0
12813,2019,9,25,22,30,48.0,39.77
12814,2019,9,25,23,0,1.0,34.96
12815,2019,9,25,23,30,2.0,25.43
12816,2019,9,26,0,0,3.0,21.97
12817,2019,9,26,0,30,4.0,16.41
12818,2019,9,26,1,0,5.0,16.14
12819,2019,9,26,1,30,6.0,9.26
12820,2019,9,26,2,0,7.0,6.46
12821,2019,9,26,2,30,8.0,7.01
12822,2019,9,26,3,0,9.0,16.76
12823,2019,9,26,3,30,10.0,24.88
12824,2019,9,26,4,0,11.0,45.21
12825,2019,9,26,4,30,12.0,37.44
12826,2019,9,26,5,0,13.0,43.33
12827,2019,9,26,5,30,14.0,29.29
12828,2019,9,26,6,0,15.0,33.32
12829,2019,9,26,6,30,16.0,49.88
12830,2019,9,26,7,0,17.0,49.84
12831,2019,9,26,7,30,18.0,52.14
12832,2019,9,26,8,0,19.0,46.04
12833,2019,9,26,8,30,20.0,41.22
12834,2019,9,26,9,0,21.0,41.11
12835,2019,9,26,9,30,22.0,34.89
12836,2019,9,26,10,0,23.0,40.74
12837,2019,9,26,10,30,24.0,37.62
12838,2019,9,26,11,0,25.0,32.32
12839,2019,9,26,11,30,26.0,29.78
12840,2019,9,26,12,0,27.0,27.75
12841,2019,9,26,12,30,28.0,23.84
12842,2019,9,26,13,0,29.0,27.21
12843,2019,9,26,13,30,30.0,30.85
12844,2019,9,26,14,0,31.0,28.99
12845,2019,9,26,14,30,32.0,29.66
12846,2019,9,26,15,0,33.0,30.42
12847,2019,9,26,15,30,34.0,35.64
12848,2019,9,26,16,0,35.0,26.35
12849,2019,9,26,16,30,36.0,33.34
12850,2019,9,26,17,0,37.0,33.2
12851,2019,9,26,17,30,38.0,44.25
12852,2019,9,26,18,0,39.0,48.71
12853,2019,9,26,18,30,40.0,49.71
12854,2019,9,26,19,0,41.0,48.31
12855,2019,9,26,19,30,42.0,39.48
12856,2019,9,26,20,0,43.0,40.24
12857,2019,9,26,20,30,44.0,35.36
12858,2019,9,26,21,0,45.0,36.42
12859,2019,9,26,21,30,46.0,35.09
12860,2019,9,26,22,0,47.0,37.97
12861,2019,9,26,22,30,48.0,43.06
12862,2019,9,26,23,0,1.0,20.32
12863,2019,9,26,23,30,2.0,11.96
12864,2019,9,27,0,0,3.0,16.4
12865,2019,9,27,0,30,4.0,18.68
12866,2019,9,27,1,0,5.0,15.16
12867,2019,9,27,1,30,6.0,13.8
12868,2019,9,27,2,0,7.0,10.93
12869,2019,9,27,2,30,8.0,8.37
12870,2019,9,27,3,0,9.0,14.27
12871,2019,9,27,3,30,10.0,16.29
12872,2019,9,27,4,0,11.0,29.69
12873,2019,9,27,4,30,12.0,23.68
12874,2019,9,27,5,0,13.0,33.18
12875,2019,9,27,5,30,14.0,30.88
12876,2019,9,27,6,0,15.0,26.94
12877,2019,9,27,6,30,16.0,33.21
12878,2019,9,27,7,0,17.0,34.73
12879,2019,9,27,7,30,18.0,37.44
12880,2019,9,27,8,0,19.0,38.81
12881,2019,9,27,8,30,20.0,37.77
12882,2019,9,27,9,0,21.0,45.8
12883,2019,9,27,9,30,22.0,45.71
12884,2019,9,27,10,0,23.0,52.32
12885,2019,9,27,10,30,24.0,53.5
12886,2019,9,27,11,0,25.0,52.57
12887,2019,9,27,11,30,26.0,48.1
12888,2019,9,27,12,0,27.0,40.12
12889,2019,9,27,12,30,28.0,33.32
12890,2019,9,27,13,0,29.0,33.32
12891,2019,9,27,13,30,30.0,34.69
12892,2019,9,27,14,0,31.0,34.47
12893,2019,9,27,14,30,32.0,35.38
12894,2019,9,27,15,0,33.0,41.41
12895,2019,9,27,15,30,34.0,41.53
12896,2019,9,27,16,0,35.0,25.46
12897,2019,9,27,16,30,36.0,27.4
12898,2019,9,27,17,0,37.0,29.61
12899,2019,9,27,17,30,38.0,38.82
12900,2019,9,27,18,0,39.0,38.31
12901,2019,9,27,18,30,40.0,39.57
12902,2019,9,27,19,0,41.0,40.66
12903,2019,9,27,19,30,42.0,43.88
12904,2019,9,27,20,0,43.0,50.64
12905,2019,9,27,20,30,44.0,44.96
12906,2019,9,27,21,0,45.0,38.93
12907,2019,9,27,21,30,46.0,24.31
12908,2019,9,27,22,0,47.0,28.81
12909,2019,9,27,22,30,48.0,19.95
12910,2019,9,27,23,0,1.0,19.41
12911,2019,9,27,23,30,2.0,14.59
12912,2019,9,28,0,0,3.0,16.86
12913,2019,9,28,0,30,4.0,21.15
12914,2019,9,28,1,0,5.0,13.98
12915,2019,9,28,1,30,6.0,12.89
12916,2019,9,28,2,0,7.0,12.68
12917,2019,9,28,2,30,8.0,11.08
12918,2019,9,28,3,0,9.0,13.33
12919,2019,9,28,3,30,10.0,11.2
12920,2019,9,28,4,0,11.0,12.78
12921,2019,9,28,4,30,12.0,16.43
12922,2019,9,28,5,0,13.0,17.36
12923,2019,9,28,5,30,14.0,22.8
12924,2019,9,28,6,0,15.0,17.89
