,year,month,day,hour,minute,apx_da_hourly
9940,2019,10,25,1,0,36.0
9941,2019,10,25,1,30,36.0
9942,2019,10,25,2,0,31.17
9943,2019,10,25,2,30,31.17
9944,2019,10,25,3,0,30.16
9945,2019,10,25,3,30,30.16
9946,2019,10,25,4,0,32.11
9947,2019,10,25,4,30,32.11
9948,2019,10,25,5,0,42.36
9949,2019,10,25,5,30,42.36
9950,2019,10,25,6,0,45.88
9951,2019,10,25,6,30,45.88
9952,2019,10,25,7,0,46.4
9953,2019,10,25,7,30,46.4
9954,2019,10,25,8,0,48.5
9955,2019,10,25,8,30,48.5
9956,2019,10,25,9,0,42.51
9957,2019,10,25,9,30,42.51
9958,2019,10,25,10,0,37.14
9959,2019,10,25,10,30,37.14
9960,2019,10,25,11,0,33.62
9961,2019,10,25,11,30,33.62
9962,2019,10,25,12,0,30.97
9963,2019,10,25,12,30,30.97
9964,2019,10,25,13,0,31.47
9965,2019,10,25,13,30,31.47
9966,2019,10,25,14,0,32.74
9967,2019,10,25,14,30,32.74
9968,2019,10,25,15,0,38.87
9969,2019,10,25,15,30,38.87
9970,2019,10,25,16,0,42.66
9971,2019,10,25,16,30,42.66
9972,2019,10,25,17,0,47.69
9973,2019,10,25,17,30,47.69
9974,2019,10,25,18,0,40.91
9975,2019,10,25,18,30,40.91
9976,2019,10,25,19,0,36.07
9977,2019,10,25,19,30,36.07
9978,2019,10,25,20,0,35.67
9979,2019,10,25,20,30,35.67
9980,2019,10,25,21,0,32.98
9981,2019,10,25,21,30,32.98
9982,2019,10,25,22,0,38.07
9983,2019,10,25,22,30,38.07
9984,2019,10,25,23,0,29.99
9985,2019,10,25,23,30,29.99
9986,2019,10,26,0,0,30.99
9987,2019,10,26,0,30,30.99
9988,2019,10,26,1,0,36.6
9989,2019,10,26,1,30,36.6
9990,2019,10,26,2,0,38.61
9991,2019,10,26,2,30,38.61
9992,2019,10,26,3,0,37.96
9993,2019,10,26,3,30,37.96
9994,2019,10,26,4,0,34.7
9995,2019,10,26,4,30,34.7
9996,2019,10,26,5,0,35.35
9997,2019,10,26,5,30,35.35
9998,2019,10,26,6,0,31.97
9999,2019,10,26,6,30,31.97
10000,2019,10,26,7,0,42.71
10001,2019,10,26,7,30,42.71
10002,2019,10,26,8,0,50.4
10003,2019,10,26,8,30,50.4
10004,2019,10,26,9,0,50.49
10005,2019,10,26,9,30,50.49
10006,2019,10,26,10,0,48.58
10007,2019,10,26,10,30,48.58
10008,2019,10,26,11,0,44.0
10009,2019,10,26,11,30,44.0
10010,2019,10,26,12,0,35.38
10011,2019,10,26,12,30,35.38
10012,2019,10,26,13,0,29.35
10013,2019,10,26,13,30,29.35
10014,2019,10,26,14,0,27.26
10015,2019,10,26,14,30,27.26
10016,2019,10,26,15,0,32.33
10017,2019,10,26,15,30,32.33
10018,2019,10,26,16,0,42.42
10019,2019,10,26,16,30,42.42
10020,2019,10,26,17,0,50.0
10021,2019,10,26,17,30,50.0
10022,2019,10,26,18,0,39.95
10023,2019,10,26,18,30,39.95
10024,2019,10,26,19,0,32.91
10025,2019,10,26,19,30,32.91
10026,2019,10,26,20,0,28.4
10027,2019,10,26,20,30,28.4
10028,2019,10,26,21,0,23.94
10029,2019,10,26,21,30,23.94
10030,2019,10,26,22,0,33.0
10031,2019,10,26,22,30,33.0
10032,2019,10,26,23,0,24.14
10033,2019,10,26,23,30,24.14
10034,2019,10,27,0,0,22.26
10035,2019,10,27,0,30,22.26
10036,2019,10,27,1,0,22.88
10037,2019,10,27,1,30,22.88
10038,2019,10,27,2,0,19.15
10039,2019,10,27,2,30,19.15
10040,2019,10,27,3,0,13.8
10041,2019,10,27,3,30,13.8
10042,2019,10,27,4,0,16.24
10043,2019,10,27,4,30,16.24
10044,2019,10,27,5,0,18.6
10045,2019,10,27,5,30,18.6
10046,2019,10,27,6,0,23.22
10047,2019,10,27,6,30,23.22
10048,2019,10,27,7,0,25.67
10049,2019,10,27,7,30,25.67
10050,2019,10,27,8,0,30.0
10051,2019,10,27,8,30,30.0
10052,2019,10,27,9,0,34.02
10053,2019,10,27,9,30,34.02
10054,2019,10,27,10,0,34.67
10055,2019,10,27,10,30,34.67
10056,2019,10,27,11,0,35.9
10057,2019,10,27,11,30,35.9
10058,2019,10,27,12,0,33.0
10059,2019,10,27,12,30,33.0
10060,2019,10,27,13,0,32.0
10061,2019,10,27,13,30,32.0
10062,2019,10,27,14,0,36.0
10063,2019,10,27,14,30,36.0
10064,2019,10,27,15,0,35.6
10065,2019,10,27,15,30,35.6
10066,2019,10,27,16,0,41.88
10067,2019,10,27,16,30,41.88
10068,2019,10,27,17,0,65.39
10069,2019,10,27,17,30,65.39
10070,2019,10,27,18,0,61.0
10071,2019,10,27,18,30,61.0
10072,2019,10,27,19,0,45.0
10073,2019,10,27,19,30,45.0
10074,2019,10,27,20,0,31.97
10075,2019,10,27,20,30,31.97
10076,2019,10,27,21,0,35.36
10077,2019,10,27,21,30,35.36
10078,2019,10,27,22,0,29.1
10079,2019,10,27,22,30,29.1
10080,2019,10,27,23,0,28.66
10081,2019,10,27,23,30,28.66
10082,2019,10,28,0,0,30.9
10083,2019,10,28,0,30,30.9
10084,2019,10,28,1,0,27.82
10085,2019,10,28,1,30,27.82
10086,2019,10,28,2,0,25.3
10087,2019,10,28,2,30,25.3
10088,2019,10,28,3,0,24.86
10089,2019,10,28,3,30,24.86
10090,2019,10,28,4,0,27.8
10091,2019,10,28,4,30,27.8
10092,2019,10,28,5,0,34.96
10093,2019,10,28,5,30,34.96
10094,2019,10,28,6,0,45.0
10095,2019,10,28,6,30,45.0
10096,2019,10,28,7,0,46.81
10097,2019,10,28,7,30,46.81
10098,2019,10,28,8,0,46.95
10099,2019,10,28,8,30,46.95
10100,2019,10,28,9,0,47.88
10101,2019,10,28,9,30,47.88
10102,2019,10,28,10,0,43.1
10103,2019,10,28,10,30,43.1
10104,2019,10,28,11,0,44.1
10105,2019,10,28,11,30,44.1
10106,2019,10,28,12,0,42.94
10107,2019,10,28,12,30,42.94
10108,2019,10,28,13,0,44.71
10109,2019,10,28,13,30,44.71
10110,2019,10,28,14,0,45.0
10111,2019,10,28,14,30,45.0
10112,2019,10,28,15,0,48.61
10113,2019,10,28,15,30,48.61
10114,2019,10,28,16,0,54.51
10115,2019,10,28,16,30,54.51
10116,2019,10,28,17,0,71.5
10117,2019,10,28,17,30,71.5
10118,2019,10,28,18,0,64.19
10119,2019,10,28,18,30,64.19
10120,2019,10,28,19,0,51.27
10121,2019,10,28,19,30,51.27
10122,2019,10,28,20,0,40.17
10123,2019,10,28,20,30,40.17
10124,2019,10,28,21,0,35.46
10125,2019,10,28,21,30,35.46
10126,2019,10,28,22,0,31.92
10127,2019,10,28,22,30,31.92
10128,2019,10,28,23,0,32.86
10129,2019,10,28,23,30,32.86
10130,2019,10,29,0,0,32.49
10131,2019,10,29,0,30,32.49
10132,2019,10,29,1,0,31.89
10133,2019,10,29,1,30,31.89
10134,2019,10,29,2,0,31.17
10135,2019,10,29,2,30,31.17
10136,2019,10,29,3,0,31.08
10137,2019,10,29,3,30,31.08
10138,2019,10,29,4,0,31.82
10139,2019,10,29,4,30,31.82
10140,2019,10,29,5,0,36.49
10141,2019,10,29,5,30,36.49
10142,2019,10,29,6,0,45.12
10143,2019,10,29,6,30,45.12
10144,2019,10,29,7,0,46.74
10145,2019,10,29,7,30,46.74
10146,2019,10,29,8,0,46.4
10147,2019,10,29,8,30,46.4
10148,2019,10,29,9,0,44.65
10149,2019,10,29,9,30,44.65
10150,2019,10,29,10,0,44.56
10151,2019,10,29,10,30,44.56
10152,2019,10,29,11,0,40.0
10153,2019,10,29,11,30,40.0
10154,2019,10,29,12,0,41.35
10155,2019,10,29,12,30,41.35
10156,2019,10,29,13,0,44.11
10157,2019,10,29,13,30,44.11
10158,2019,10,29,14,0,46.4
10159,2019,10,29,14,30,46.4
10160,2019,10,29,15,0,48.24
10161,2019,10,29,15,30,48.24
10162,2019,10,29,16,0,55.19
10163,2019,10,29,16,30,55.19
10164,2019,10,29,17,0,60.0
10165,2019,10,29,17,30,60.0
10166,2019,10,29,18,0,54.07
10167,2019,10,29,18,30,54.07
10168,2019,10,29,19,0,47.74
10169,2019,10,29,19,30,47.74
10170,2019,10,29,20,0,40.73
10171,2019,10,29,20,30,40.73
10172,2019,10,29,21,0,35.71
10173,2019,10,29,21,30,35.71
10174,2019,10,29,22,0,33.96
10175,2019,10,29,22,30,33.96
10176,2019,10,29,23,0,31.52
10177,2019,10,29,23,30,31.52
10178,2019,10,30,0,0,30.5
10179,2019,10,30,0,30,30.5
10180,2019,10,30,1,0,30.51
10181,2019,10,30,1,30,30.51
10182,2019,10,30,2,0,30.03
10183,2019,10,30,2,30,30.03
10184,2019,10,30,3,0,30.43
10185,2019,10,30,3,30,30.43
10186,2019,10,30,4,0,30.5
10187,2019,10,30,4,30,30.5
10188,2019,10,30,5,0,30.51
10189,2019,10,30,5,30,30.51
10190,2019,10,30,6,0,38.8
10191,2019,10,30,6,30,38.8
10192,2019,10,30,7,0,43.0
10193,2019,10,30,7,30,43.0
10194,2019,10,30,8,0,45.38
10195,2019,10,30,8,30,45.38
10196,2019,10,30,9,0,40.53
10197,2019,10,30,9,30,40.53
10198,2019,10,30,10,0,37.68
10199,2019,10,30,10,30,37.68
10200,2019,10,30,11,0,32.91
10201,2019,10,30,11,30,32.91
10202,2019,10,30,12,0,32.85
10203,2019,10,30,12,30,32.85
10204,2019,10,30,13,0,35.11
10205,2019,10,30,13,30,35.11
10206,2019,10,30,14,0,40.0
10207,2019,10,30,14,30,40.0
10208,2019,10,30,15,0,46.83
10209,2019,10,30,15,30,46.83
10210,2019,10,30,16,0,51.82
10211,2019,10,30,16,30,51.82
10212,2019,10,30,17,0,58.1
10213,2019,10,30,17,30,58.1
10214,2019,10,30,18,0,50.65
10215,2019,10,30,18,30,50.65
10216,2019,10,30,19,0,46.43
10217,2019,10,30,19,30,46.43
10218,2019,10,30,20,0,38.52
10219,2019,10,30,20,30,38.52
10220,2019,10,30,21,0,35.27
10221,2019,10,30,21,30,35.27
10222,2019,10,30,22,0,29.19
10223,2019,10,30,22,30,29.19
10224,2019,10,30,23,0,30.45
10225,2019,10,30,23,30,30.45
10226,2019,10,31,0,0,30.3
10227,2019,10,31,0,30,30.3
10228,2019,10,31,1,0,29.99
10229,2019,10,31,1,30,29.99
10230,2019,10,31,2,0,28.76
10231,2019,10,31,2,30,28.76
10232,2019,10,31,3,0,27.91
10233,2019,10,31,3,30,27.91
10234,2019,10,31,4,0,30.19
10235,2019,10,31,4,30,30.19
10236,2019,10,31,5,0,33.51
10237,2019,10,31,5,30,33.51
10238,2019,10,31,6,0,37.8
10239,2019,10,31,6,30,37.8
10240,2019,10,31,7,0,37.42
10241,2019,10,31,7,30,37.42
10242,2019,10,31,8,0,40.19
10243,2019,10,31,8,30,40.19
10244,2019,10,31,9,0,40.73
10245,2019,10,31,9,30,40.73
10246,2019,10,31,10,0,36.7
10247,2019,10,31,10,30,36.7
10248,2019,10,31,11,0,32.93
10249,2019,10,31,11,30,32.93
10250,2019,10,31,12,0,35.76
10251,2019,10,31,12,30,35.76
10252,2019,10,31,13,0,38.68
10253,2019,10,31,13,30,38.68
10254,2019,10,31,14,0,41.34
10255,2019,10,31,14,30,41.34
10256,2019,10,31,15,0,45.09
10257,2019,10,31,15,30,45.09
10258,2019,10,31,16,0,49.44
10259,2019,10,31,16,30,49.44
10260,2019,10,31,17,0,54.16
10261,2019,10,31,17,30,54.16
10262,2019,10,31,18,0,52.96
10263,2019,10,31,18,30,52.96
10264,2019,10,31,19,0,47.02
10265,2019,10,31,19,30,47.02
10266,2019,10,31,20,0,37.41
10267,2019,10,31,20,30,37.41
10268,2019,10,31,21,0,34.61
10269,2019,10,31,21,30,34.61
10270,2019,10,31,22,0,33.15
10271,2019,10,31,22,30,33.15
10272,2019,10,31,23,0,31.84
10273,2019,10,31,23,30,31.84
10274,2019,11,1,0,0,29.67
10275,2019,11,1,0,30,29.67
10276,2019,11,1,1,0,25.61
10277,2019,11,1,1,30,25.61
10278,2019,11,1,2,0,24.03
10279,2019,11,1,2,30,24.03
10280,2019,11,1,3,0,23.11
10281,2019,11,1,3,30,23.11
10282,2019,11,1,4,0,23.09
10283,2019,11,1,4,30,23.09
10284,2019,11,1,5,0,25.7
10285,2019,11,1,5,30,25.7
10286,2019,11,1,6,0,31.06
10287,2019,11,1,6,30,31.06
10288,2019,11,1,7,0,29.61
10289,2019,11,1,7,30,29.61
10290,2019,11,1,8,0,31.2
10291,2019,11,1,8,30,31.2
10292,2019,11,1,9,0,35.48
10293,2019,11,1,9,30,35.48
10294,2019,11,1,10,0,35.0
10295,2019,11,1,10,30,35.0
10296,2019,11,1,11,0,35.3
10297,2019,11,1,11,30,35.3
10298,2019,11,1,12,0,35.0
10299,2019,11,1,12,30,35.0
10300,2019,11,1,13,0,35.7
10301,2019,11,1,13,30,35.7
10302,2019,11,1,14,0,34.89
10303,2019,11,1,14,30,34.89
10304,2019,11,1,15,0,30.71
10305,2019,11,1,15,30,30.71
10306,2019,11,1,16,0,43.0
10307,2019,11,1,16,30,43.0
10308,2019,11,1,17,0,54.0
10309,2019,11,1,17,30,54.0
10310,2019,11,1,18,0,44.0
10311,2019,11,1,18,30,44.0
10312,2019,11,1,19,0,40.7
10313,2019,11,1,19,30,40.7
10314,2019,11,1,20,0,32.49
10315,2019,11,1,20,30,32.49
10316,2019,11,1,21,0,31.4
10317,2019,11,1,21,30,31.4
10318,2019,11,1,22,0,24.96
10319,2019,11,1,22,30,24.96
10320,2019,11,1,23,0,40.03
10321,2019,11,1,23,30,40.03
10322,2019,11,2,0,0,31.8
10323,2019,11,2,0,30,31.8
10324,2019,11,2,1,0,23.16
10325,2019,11,2,1,30,23.16
10326,2019,11,2,2,0,22.18
10327,2019,11,2,2,30,22.18
10328,2019,11,2,3,0,16.85
10329,2019,11,2,3,30,16.85
10330,2019,11,2,4,0,19.32
10331,2019,11,2,4,30,19.32
10332,2019,11,2,5,0,21.78
10333,2019,11,2,5,30,21.78
10334,2019,11,2,6,0,30.0
10335,2019,11,2,6,30,30.0
10336,2019,11,2,7,0,30.55
10337,2019,11,2,7,30,30.55
10338,2019,11,2,8,0,33.67
10339,2019,11,2,8,30,33.67
10340,2019,11,2,9,0,36.5
10341,2019,11,2,9,30,36.5
10342,2019,11,2,10,0,36.0
10343,2019,11,2,10,30,36.0
10344,2019,11,2,11,0,39.4
10345,2019,11,2,11,30,39.4
10346,2019,11,2,12,0,40.0
10347,2019,11,2,12,30,40.0
10348,2019,11,2,13,0,37.3
10349,2019,11,2,13,30,37.3
10350,2019,11,2,14,0,35.6
10351,2019,11,2,14,30,35.6
10352,2019,11,2,15,0,30.0
10353,2019,11,2,15,30,30.0
10354,2019,11,2,16,0,42.0
10355,2019,11,2,16,30,42.0
10356,2019,11,2,17,0,60.0
10357,2019,11,2,17,30,60.0
10358,2019,11,2,18,0,50.72
10359,2019,11,2,18,30,50.72
10360,2019,11,2,19,0,40.2
10361,2019,11,2,19,30,40.2
10362,2019,11,2,20,0,37.11
10363,2019,11,2,20,30,37.11
10364,2019,11,2,21,0,36.9
10365,2019,11,2,21,30,36.9
10366,2019,11,2,22,0,32.92
10367,2019,11,2,22,30,32.92
10368,2019,11,2,23,0,40.7
10369,2019,11,2,23,30,40.7
10370,2019,11,3,0,0,40.62
10371,2019,11,3,0,30,40.62
10372,2019,11,3,1,0,32.08
10373,2019,11,3,1,30,32.08
10374,2019,11,3,2,0,26.46
10375,2019,11,3,2,30,26.46
10376,2019,11,3,3,0,22.99
10377,2019,11,3,3,30,22.99
10378,2019,11,3,4,0,22.94
10379,2019,11,3,4,30,22.94
10380,2019,11,3,5,0,25.15
10381,2019,11,3,5,30,25.15
10382,2019,11,3,6,0,30.0
10383,2019,11,3,6,30,30.0
10384,2019,11,3,7,0,21.38
10385,2019,11,3,7,30,21.38
10386,2019,11,3,8,0,28.0
10387,2019,11,3,8,30,28.0
10388,2019,11,3,9,0,32.51
10389,2019,11,3,9,30,32.51
10390,2019,11,3,10,0,35.48
10391,2019,11,3,10,30,35.48
10392,2019,11,3,11,0,37.28
10393,2019,11,3,11,30,37.28
10394,2019,11,3,12,0,40.78
10395,2019,11,3,12,30,40.78
10396,2019,11,3,13,0,41.17
10397,2019,11,3,13,30,41.17
10398,2019,11,3,14,0,40.2
10399,2019,11,3,14,30,40.2
10400,2019,11,3,15,0,36.6
10401,2019,11,3,15,30,36.6
10402,2019,11,3,16,0,45.6
10403,2019,11,3,16,30,45.6
10404,2019,11,3,17,0,66.0
10405,2019,11,3,17,30,66.0
10406,2019,11,3,18,0,54.0
10407,2019,11,3,18,30,54.0
10408,2019,11,3,19,0,44.0
10409,2019,11,3,19,30,44.0
10410,2019,11,3,20,0,39.95
10411,2019,11,3,20,30,39.95
10412,2019,11,3,21,0,40.09
10413,2019,11,3,21,30,40.09
10414,2019,11,3,22,0,35.6
10415,2019,11,3,22,30,35.6
10416,2019,11,3,23,0,33.44
10417,2019,11,3,23,30,33.44
10418,2019,11,4,0,0,37.9
10419,2019,11,4,0,30,37.9
10420,2019,11,4,1,0,36.3
10421,2019,11,4,1,30,36.3
10422,2019,11,4,2,0,32.44
10423,2019,11,4,2,30,32.44
10424,2019,11,4,3,0,26.99
10425,2019,11,4,3,30,26.99
10426,2019,11,4,4,0,24.61
10427,2019,11,4,4,30,24.61
10428,2019,11,4,5,0,31.49
10429,2019,11,4,5,30,31.49
10430,2019,11,4,6,0,39.47
10431,2019,11,4,6,30,39.47
10432,2019,11,4,7,0,39.94
10433,2019,11,4,7,30,39.94
10434,2019,11,4,8,0,39.98
10435,2019,11,4,8,30,39.98
10436,2019,11,4,9,0,39.0
10437,2019,11,4,9,30,39.0
10438,2019,11,4,10,0,38.28
10439,2019,11,4,10,30,38.28
10440,2019,11,4,11,0,36.85
10441,2019,11,4,11,30,36.85
10442,2019,11,4,12,0,38.56
10443,2019,11,4,12,30,38.56
10444,2019,11,4,13,0,39.1
10445,2019,11,4,13,30,39.1
10446,2019,11,4,14,0,40.85
10447,2019,11,4,14,30,40.85
10448,2019,11,4,15,0,39.97
10449,2019,11,4,15,30,39.97
10450,2019,11,4,16,0,46.72
10451,2019,11,4,16,30,46.72
10452,2019,11,4,17,0,53.1
10453,2019,11,4,17,30,53.1
10454,2019,11,4,18,0,45.0
10455,2019,11,4,18,30,45.0
10456,2019,11,4,19,0,48.0
10457,2019,11,4,19,30,48.0
10458,2019,11,4,20,0,39.52
10459,2019,11,4,20,30,39.52
10460,2019,11,4,21,0,32.0
10461,2019,11,4,21,30,32.0
10462,2019,11,4,22,0,27.7
10463,2019,11,4,22,30,27.7
10464,2019,11,4,23,0,29.99
10465,2019,11,4,23,30,29.99
10466,2019,11,5,0,0,31.91
10467,2019,11,5,0,30,31.91
10468,2019,11,5,1,0,28.1
10469,2019,11,5,1,30,28.1
10470,2019,11,5,2,0,27.8
10471,2019,11,5,2,30,27.8
10472,2019,11,5,3,0,23.2
10473,2019,11,5,3,30,23.2
10474,2019,11,5,4,0,24.89
10475,2019,11,5,4,30,24.89
10476,2019,11,5,5,0,34.53
10477,2019,11,5,5,30,34.53
10478,2019,11,5,6,0,40.27
10479,2019,11,5,6,30,40.27
10480,2019,11,5,7,0,40.38
10481,2019,11,5,7,30,40.38
10482,2019,11,5,8,0,40.04
10483,2019,11,5,8,30,40.04
10484,2019,11,5,9,0,41.29
10485,2019,11,5,9,30,41.29
10486,2019,11,5,10,0,40.88
10487,2019,11,5,10,30,40.88
10488,2019,11,5,11,0,40.0
10489,2019,11,5,11,30,40.0
10490,2019,11,5,12,0,41.54
10491,2019,11,5,12,30,41.54
10492,2019,11,5,13,0,42.13
10493,2019,11,5,13,30,42.13
10494,2019,11,5,14,0,44.0
10495,2019,11,5,14,30,44.0
10496,2019,11,5,15,0,44.27
10497,2019,11,5,15,30,44.27
10498,2019,11,5,16,0,53.86
10499,2019,11,5,16,30,53.86
10500,2019,11,5,17,0,59.3
10501,2019,11,5,17,30,59.3
10502,2019,11,5,18,0,50.33
10503,2019,11,5,18,30,50.33
10504,2019,11,5,19,0,48.0
10505,2019,11,5,19,30,48.0
10506,2019,11,5,20,0,38.58
10507,2019,11,5,20,30,38.58
10508,2019,11,5,21,0,37.91
10509,2019,11,5,21,30,37.91
10510,2019,11,5,22,0,35.08
10511,2019,11,5,22,30,35.08
10512,2019,11,5,23,0,32.9
10513,2019,11,5,23,30,32.9
10514,2019,11,6,0,0,33.52
10515,2019,11,6,0,30,33.52
10516,2019,11,6,1,0,30.5
10517,2019,11,6,1,30,30.5
10518,2019,11,6,2,0,33.06
10519,2019,11,6,2,30,33.06
10520,2019,11,6,3,0,32.0
10521,2019,11,6,3,30,32.0
10522,2019,11,6,4,0,33.59
10523,2019,11,6,4,30,33.59
10524,2019,11,6,5,0,40.32
10525,2019,11,6,5,30,40.32
10526,2019,11,6,6,0,49.28
10527,2019,11,6,6,30,49.28
10528,2019,11,6,7,0,51.2
10529,2019,11,6,7,30,51.2
10530,2019,11,6,8,0,50.45
10531,2019,11,6,8,30,50.45
10532,2019,11,6,9,0,50.55
10533,2019,11,6,9,30,50.55
10534,2019,11,6,10,0,50.02
10535,2019,11,6,10,30,50.02
10536,2019,11,6,11,0,48.24
10537,2019,11,6,11,30,48.24
10538,2019,11,6,12,0,49.46
10539,2019,11,6,12,30,49.46
10540,2019,11,6,13,0,50.77
10541,2019,11,6,13,30,50.77
10542,2019,11,6,14,0,50.86
10543,2019,11,6,14,30,50.86
10544,2019,11,6,15,0,53.81
10545,2019,11,6,15,30,53.81
10546,2019,11,6,16,0,67.47
10547,2019,11,6,16,30,67.47
10548,2019,11,6,17,0,82.36
10549,2019,11,6,17,30,82.36
10550,2019,11,6,18,0,63.0
10551,2019,11,6,18,30,63.0
10552,2019,11,6,19,0,54.79
10553,2019,11,6,19,30,54.79
10554,2019,11,6,20,0,42.54
10555,2019,11,6,20,30,42.54
10556,2019,11,6,21,0,41.05
10557,2019,11,6,21,30,41.05
10558,2019,11,6,22,0,35.72
10559,2019,11,6,22,30,35.72
10560,2019,11,6,23,0,40.08
10561,2019,11,6,23,30,40.08
10562,2019,11,7,0,0,42.5
10563,2019,11,7,0,30,42.5
10564,2019,11,7,1,0,35.0
10565,2019,11,7,1,30,35.0
10566,2019,11,7,2,0,34.0
10567,2019,11,7,2,30,34.0
10568,2019,11,7,3,0,29.2
10569,2019,11,7,3,30,29.2
10570,2019,11,7,4,0,30.6
10571,2019,11,7,4,30,30.6
10572,2019,11,7,5,0,35.48
10573,2019,11,7,5,30,35.48
10574,2019,11,7,6,0,42.09
10575,2019,11,7,6,30,42.09
10576,2019,11,7,7,0,45.2
10577,2019,11,7,7,30,45.2
10578,2019,11,7,8,0,42.92
10579,2019,11,7,8,30,42.92
10580,2019,11,7,9,0,42.19
10581,2019,11,7,9,30,42.19
10582,2019,11,7,10,0,40.98
10583,2019,11,7,10,30,40.98
10584,2019,11,7,11,0,38.81
10585,2019,11,7,11,30,38.81
10586,2019,11,7,12,0,39.39
10587,2019,11,7,12,30,39.39
10588,2019,11,7,13,0,40.19
10589,2019,11,7,13,30,40.19
10590,2019,11,7,14,0,41.27
10591,2019,11,7,14,30,41.27
10592,2019,11,7,15,0,42.9
10593,2019,11,7,15,30,42.9
10594,2019,11,7,16,0,48.09
10595,2019,11,7,16,30,48.09
10596,2019,11,7,17,0,55.0
10597,2019,11,7,17,30,55.0
10598,2019,11,7,18,0,50.21
10599,2019,11,7,18,30,50.21
10600,2019,11,7,19,0,44.2
10601,2019,11,7,19,30,44.2
10602,2019,11,7,20,0,40.71
10603,2019,11,7,20,30,40.71
10604,2019,11,7,21,0,40.3
10605,2019,11,7,21,30,40.3
10606,2019,11,7,22,0,38.0
10607,2019,11,7,22,30,38.0
10608,2019,11,7,23,0,32.56
10609,2019,11,7,23,30,32.56
10610,2019,11,8,0,0,32.94
10611,2019,11,8,0,30,32.94
10612,2019,11,8,1,0,32.9
10613,2019,11,8,1,30,32.9
10614,2019,11,8,2,0,35.93
10615,2019,11,8,2,30,35.93
10616,2019,11,8,3,0,34.81
10617,2019,11,8,3,30,34.81
10618,2019,11,8,4,0,32.5
10619,2019,11,8,4,30,32.5
10620,2019,11,8,5,0,39.85
10621,2019,11,8,5,30,39.85
10622,2019,11,8,6,0,45.5
10623,2019,11,8,6,30,45.5
10624,2019,11,8,7,0,45.68
10625,2019,11,8,7,30,45.68
10626,2019,11,8,8,0,49.18
10627,2019,11,8,8,30,49.18
10628,2019,11,8,9,0,48.65
10629,2019,11,8,9,30,48.65
10630,2019,11,8,10,0,47.77
10631,2019,11,8,10,30,47.77
10632,2019,11,8,11,0,46.22
10633,2019,11,8,11,30,46.22
10634,2019,11,8,12,0,46.29
10635,2019,11,8,12,30,46.29
10636,2019,11,8,13,0,46.72
10637,2019,11,8,13,30,46.72
10638,2019,11,8,14,0,46.0
10639,2019,11,8,14,30,46.0
10640,2019,11,8,15,0,48.0
10641,2019,11,8,15,30,48.0
10642,2019,11,8,16,0,59.0
10643,2019,11,8,16,30,59.0
10644,2019,11,8,17,0,70.35
10645,2019,11,8,17,30,70.35
10646,2019,11,8,18,0,57.2
10647,2019,11,8,18,30,57.2
10648,2019,11,8,19,0,47.3
10649,2019,11,8,19,30,47.3
10650,2019,11,8,20,0,43.21
10651,2019,11,8,20,30,43.21
10652,2019,11,8,21,0,41.93
10653,2019,11,8,21,30,41.93
10654,2019,11,8,22,0,37.5
10655,2019,11,8,22,30,37.5
10656,2019,11,8,23,0,44.73
10657,2019,11,8,23,30,44.73
10658,2019,11,9,0,0,48.2
10659,2019,11,9,0,30,48.2
10660,2019,11,9,1,0,45.25
10661,2019,11,9,1,30,45.25
10662,2019,11,9,2,0,37.45
10663,2019,11,9,2,30,37.45
10664,2019,11,9,3,0,32.16
10665,2019,11,9,3,30,32.16
10666,2019,11,9,4,0,32.1
10667,2019,11,9,4,30,32.1
10668,2019,11,9,5,0,35.16
10669,2019,11,9,5,30,35.16
10670,2019,11,9,6,0,42.17
10671,2019,11,9,6,30,42.17
10672,2019,11,9,7,0,37.07
10673,2019,11,9,7,30,37.07
10674,2019,11,9,8,0,39.89
10675,2019,11,9,8,30,39.89
10676,2019,11,9,9,0,45.1
10677,2019,11,9,9,30,45.1
10678,2019,11,9,10,0,45.59
10679,2019,11,9,10,30,45.59
10680,2019,11,9,11,0,45.34
10681,2019,11,9,11,30,45.34
10682,2019,11,9,12,0,48.84
10683,2019,11,9,12,30,48.84
10684,2019,11,9,13,0,48.67
10685,2019,11,9,13,30,48.67
10686,2019,11,9,14,0,51.1
10687,2019,11,9,14,30,51.1
10688,2019,11,9,15,0,41.91
10689,2019,11,9,15,30,41.91
10690,2019,11,9,16,0,59.0
10691,2019,11,9,16,30,59.0
10692,2019,11,9,17,0,79.85
10693,2019,11,9,17,30,79.85
10694,2019,11,9,18,0,67.2
10695,2019,11,9,18,30,67.2
10696,2019,11,9,19,0,51.7
10697,2019,11,9,19,30,51.7
10698,2019,11,9,20,0,46.1
10699,2019,11,9,20,30,46.1
10700,2019,11,9,21,0,43.91
10701,2019,11,9,21,30,43.91
10702,2019,11,9,22,0,40.0
10703,2019,11,9,22,30,40.0
10704,2019,11,9,23,0,45.0
10705,2019,11,9,23,30,45.0
10706,2019,11,10,0,0,46.0
10707,2019,11,10,0,30,46.0
10708,2019,11,10,1,0,39.85
10709,2019,11,10,1,30,39.85
10710,2019,11,10,2,0,37.96
10711,2019,11,10,2,30,37.96
10712,2019,11,10,3,0,35.59
10713,2019,11,10,3,30,35.59
10714,2019,11,10,4,0,31.09
10715,2019,11,10,4,30,31.09
